,id_x,user_id,timestamp,loan_amount,loan_purpose,outcome,interest,webvisit_id,campaign_referrer,name,ssn,birthday,gender,city,zip_code
150,78064671,92710622,1506927421,190000,Buying a pet,ACCEPTED,6.7,52777823,"display3_Facebook,display3_Facebook,display2_Google,",Ανδριανή Μαργαρίτη,481-79-6238,1978-07-24,M,Χανιά,ΤΚ 54138
151,5006788,85473875,1508253160,170000,Refinance existing loans,REJECTED,14.0,,,Ιερόθεος Ζηρός,299-95-5125,1972-05-23,F,Πολύγυρος,ΤΚ 98252
152,76705831,10746787,1508455463,50000,buying a pet,ACCEPTED,14.0,,,Φιλίππα Σκαφτούρου,319-28-4394,1982-02-14,M,Λευκάδα,ΤΚ 15898
153,19856532,76270566,1508190166,120000,buying a pet,REJECTED,6.7,,,Νίκη Δημητρίου,112-21-9759,1989-03-30,F,Δράμα,10416
154,35169532,25579595,1509191277,20000,Buying a pet,ACCEPTED,8.7,,,Σεβαστιανός Ταχμαζίδης,256-86-4325,1990-08-19,M,Ρόδος,ΤΚ 333 91
155,11209428,71334499,1506944752,200000,Refinance existing loans,ACCEPTED,6.7,30618519,"display3_Facebook,display3_Twitter,display1_Facebook,display2_Facebook,",Πωλίνα Μπαλτατζή,264-81-1115,1970-03-13,F,Τρίπολη,35899
156,24491151,61639536,1507219242,190000,Refinance existing loans,REJECTED,8.7,,,Βιργινία Μάλαμα,525-79-0087,1989-07-29,F,Πύργος,674 47
157,63643513,64354347,1508404939,170000,Refinance existing loans,ACCEPTED,7.0,,,Δημήτρης Εσπερίδης,837-62-4012,1977-04-16,F,Λιβαδιά,ΤΚ 97733
158,9093986,12385364,1507641909,200000,Home purchase,REJECTED,6.7,,,Ευστάθιος-Μαγδαληνός Θηβαίος,057-82-6962,1985-01-12,F,Σέρρες,ΤΚ 492 78
159,83241693,92342687,1507139752,290000,Buying a pet,REJECTED,6.7,,,Εμμανουήλ Σιτόπουλος,892-46-1804,1988-09-25,M,Ιωάννινα,ΤΚ 47948
160,67187246,5410837,1507386052,60000,home purchase,REJECTED,14.0,,,Δημοσθένης Καρακάξης,315-33-0622,1972-09-01,M,Καρδίτσα,ΤΚ 21213
161,46433571,49521170,1508402679,20000,Refinance existing loans,ACCEPTED,7.0,38017667,"display1_Twitter,display3_Twitter,",Πωλίνα Νώε,674-82-7420,1988-05-29,F,Κέρκυρα,ΤΚ 695 55
162,40047044,90695425,1507756825,280000,Refinance existing loans,REJECTED,6.7,,,Αυξέντιος Τσώτσης,605-76-3575,1995-05-23,M,Μυτιλήνη,ΤΚ 313 46
163,41404592,48511186,1507659075,20000,Refinance existing loans,ACCEPTED,8.7,64950959,"display1_Facebook,display1_Facebook,display1_Twitter,",Φοίβος Σύκας,262-39-1042,1995-08-09,F,Ιωάννινα,ΤΚ 48109
164,61235500,89035323,1507106207,20000,Buying a pet,REJECTED,8.7,80415779,"display3_Google,display1_Facebook,display1_Twitter,",Πανορμίτης Βελεντζάς,533-40-6997,1979-07-06,M,Χαλκίδα,ΤΚ 439 89
165,57155559,11980068,1507332336,20000,Refinance existing loans,REJECTED,6.7,10959272,"display3_Google,display2_Facebook,",Έκτορας Ραφιός,477-14-2616,1989-02-13,M,Τρίπολη,ΤΚ 00476
166,66553467,10393745,1508038937,80000,Refinance existing loans,ACCEPTED,6.7,,,Θεόπιστος Ζώνιος,845-82-3685,1988-10-12,F,Λάρισα,541 08
167,72373981,92770981,1508153349,90000,Buying a pet,REJECTED,8.7,,,Θεόδουλος Πολυχρόνης,282-49-9810,1977-04-11,F,Θεσσαλονίκη,102 34
168,36965966,9168096,1507922122,180000,Buying a pet,REJECTED,6.7,59554473,"display2_Google,display1_Twitter,display1_Twitter,display1_Google,display3_Facebook,",Στέλλα Σταυρίδου,254-58-1582,1986-05-07,F,Σέρρες,48480
169,60349638,87847944,1508452838,280000,Buying a pet,ACCEPTED,6.7,,,Κυβέλη-Ελευθερία Δουλγεράκη,568-21-9839,1974-02-20,M,Σάμος,06339
170,37655360,45096457,1508065021,240000,Home purchase,REJECTED,6.7,,,Ισαάκ Μωραΐτης,843-12-4174,1973-10-04,F,Αγ. Νικόλαος,17764
171,35222365,92156452,1507406146,210000,Refinance existing loans,ACCEPTED,14.0,65766927,"display1_Twitter,display1_Twitter,display2_Twitter,",Πάτροκλος Κουλίδης,870-89-5992,1990-05-01,M,Καβάλα,ΤΚ 773 55
172,22024687,9082214,1508191773,80000,Refinance existing loans,REJECTED,14.0,86874109,"display1_Twitter,display1_Twitter,display1_Twitter,display3_Google,",Λεονάρδος Θωμάς,086-08-1037,1981-01-23,F,Άρτα,ΤΚ 53107
173,30061730,79294531,1508629300,100000,Home purchase,REJECTED,14.0,,,Φλωρεντία Παπαγεωργίου,236-89-0882,1994-06-22,F,Χανιά,24126
174,87204981,39800786,1508227190,180000,Refinance existing loans,ACCEPTED,8.7,,,Μεθόδιος Καταραχιάς,111-87-5414,1971-12-29,M,Καρδίτσα,50421
175,35521417,85726738,1507941610,220000,Refinance existing loans,REJECTED,6.7,6152719,"display2_Facebook,",Θέκλα Ευαγγελάκη,407-75-2713,1993-07-15,F,Άρτα,460 57
176,59890621,85726738,1506875303,220000,Refinance existing loans,ACCEPTED,6.7,,,Θέκλα Ευαγγελάκη,407-75-2713,1993-07-15,F,Άρτα,460 57
177,19677160,26707477,1508126948,200000,Buying a pet,ACCEPTED,7.0,62862970,"display3_Twitter,",Φλωρεντία Τσαμπαλή,701-71-6255,1970-01-23,M,Ρόδος,ΤΚ 66830
178,68023607,52141868,1508980187,250000,Refinance existing loans,REJECTED,7.0,,,Δημόκριτος Παπαστεργίου,245-43-4234,1986-09-28,F,Χανιά,ΤΚ 463 36
179,73689873,92522410,1507891643,150000,Refinance existing loans,REJECTED,7.0,,,Βικτωρία Καφαντάρη,931-18-5493,1995-03-02,F,Βέροια,052 99
180,72150622,23067767,1507666332,70000,Refinance existing loans,ACCEPTED,6.7,,,Λυγερή Γερούκη,092-23-1347,1988-02-26,F,Αθήνα,22024
181,88069805,70960703,1507763590,210000,Home purchase,REJECTED,6.7,,,Νικήτας Μαργαρώνης,411-80-5074,1993-03-25,M,Λευκάδα,348 96
182,57693754,77302046,1508190382,90000,buying a pet,ACCEPTED,6.7,,,Μακρίνα Φυτιλή,836-51-2307,1983-05-23,F,Τρίκαλα,ΤΚ 14084
183,68496333,5565021,1507084834,210000,home purchase,REJECTED,6.7,,,Θεοφανία Κυριαννάκη,365-31-3298,1994-08-03,F,Έδεσσα,88655
184,47664381,81085264,1509293119,120000,Refinance existing loans,REJECTED,6.7,,,Έλλη Γαλανάκη,505-94-8599,1992-11-14,F,Ρέθυμνο,21164
185,48864308,54212903,1508155980,100000,Home purchase,ACCEPTED,6.7,,,Γλυκερία Βασιλειάδη,026-89-5026,1982-04-08,M,Κομοτηνή,92802
186,12532867,87636642,1508376128,170000,Buying a pet,ACCEPTED,7.0,,,Αλέξανδρος Κουτχιάς,405-79-6700,1978-11-16,M,Πάτρα,266 01
187,25561520,55406809,1509307256,220000,Buying a pet,REJECTED,14.0,,,Φρίξος Δρακάκης,517-05-9146,1970-01-13,F,Μυτιλήνη,ΤΚ 986 37
188,59263896,20339117,1508821310,20000,Home purchase,ACCEPTED,8.7,,,Σωτήριος Παπαδημητράκης,167-49-7594,1981-01-10,M,Ξάνθη,ΤΚ 70712
189,38303047,74589710,1507724899,90000,buying a pet,ACCEPTED,6.7,78697538,"display1_Facebook,",Υπαπαντή Δουλάμη,120-83-0524,1983-10-23,M,Λιβαδιά,ΤΚ 579 19
190,81407983,87262642,1508578990,220000,Buying a pet,ACCEPTED,14.0,,,Βλάσιος Δακαναλής,305-18-1060,1983-05-02,M,Καρπενήσι,76012
191,9509476,67975893,1507300343,210000,Buying a pet,REJECTED,14.0,91086442,"display1_Google,display1_Google,display1_Facebook,display3_Twitter,",Θεανώ Παντίσκα,611-93-1926,1994-12-15,M,Έδεσσα,ΤΚ 99884
192,70055965,38733822,1508086407,90000,Buying a pet,ACCEPTED,14.0,74903554,"display3_Twitter,display1_Twitter,display1_Google,display2_Facebook,",Πρόδρομος Ζιάκας,502-08-7888,1978-07-08,M,Βέροια,36360
193,93254606,6329429,1507543373,80000,Buying a pet,ACCEPTED,6.7,13385500,"display1_Twitter,display2_Facebook,display1_Google,display2_Facebook,display3_Twitter,",Αμβροσία Φρονιμάκη,905-36-0138,1985-04-03,M,Κομοτηνή,ΤΚ 90774
194,19765309,35386079,1508304735,220000,Refinance existing loans,REJECTED,6.7,,,Πασχαλιά-Χαρά Ιωσηφίδου,864-94-6361,1991-10-29,M,Αργοστόλι,49613
195,2758806,73276436,1508550523,30000,Refinance existing loans,REJECTED,6.7,81694097,"display3_Twitter,display1_Facebook,display1_Twitter,",Τζανέτος Γενετζάκης,602-53-2883,1985-01-31,F,Ζάκυνθος,ΤΚ 364 67
196,81777310,53229560,1508238951,240000,Home purchase,REJECTED,14.0,,,Ιερεμίας Σταμόπουλος,066-55-1722,1984-09-03,F,Μεσολόγγι,ΤΚ 72046
197,81945433,27068996,1507682400,270000,Refinance existing loans,REJECTED,14.0,,,Ματρώνη Λεπίδα,908-62-6742,1973-08-21,M,Αργοστόλι,54801
198,62108550,90468850,1508286412,250000,Buying a pet,REJECTED,6.7,,,Ηλίας-Αδάμ Βακαλής,401-19-6205,1974-12-06,F,Πρέβεζα,ΤΚ 678 23
199,86875603,37171453,1507263086,290000,Refinance existing loans,REJECTED,8.7,,,Αθηνά Δερλώπα,464-75-0968,1995-11-18,F,Άμφισσα,ΤΚ 04865
200,59372406,29990483,1507459659,70000,Home purchase,REJECTED,14.0,,,Φίλιππος Γρεβενάρης,864-08-4523,1989-02-25,F,Φλώρινα,ΤΚ 388 78
201,13158694,29735855,1509079192,300000,Home purchase,ACCEPTED,8.7,,,Προκόπιος Κυριακίδης,256-73-7944,1981-07-04,F,Σέρρες,ΤΚ 73142
202,31432559,65228475,1507066682,270000,Buying a pet,REJECTED,8.7,26882570,"display1_Google,display1_Twitter,display1_Google,",Ανδρομέδα Χοντζιά,280-99-5287,1991-08-01,M,Κιλκίς,ΤΚ 37661
203,13593838,42252909,1508005322,80000,home purchase,ACCEPTED,7.0,48186089,,Βαρδής Βαβουράκης,127-53-8634,1985-11-04,F,Κόρινθος,260 07
204,13587381,57464366,1509259460,210000,buying a pet,REJECTED,14.0,,,Σοφία Γκούνη,522-12-8638,1996-01-20,F,Ναύπλιο,ΤΚ 556 40
205,17907750,49959182,1507813746,290000,Refinance existing loans,REJECTED,6.7,,,Αστέρω Σκούμπρου,220-77-9940,1993-08-26,F,Ναύπλιο,821 51
206,57044357,92844857,1507470854,230000,Buying a pet,REJECTED,6.7,31922640,,Βησσαρία Βερβίτη,807-10-0245,1992-05-05,M,Βέροια,791 42
207,31005016,48973483,1508791331,200000,Home purchase,REJECTED,6.7,71231623,"display1_Facebook,display3_Google,display1_Google,display3_Google,display3_Facebook,",Σπυριδούλα-Ιοκάστη Λογκάκη,967-37-1736,1970-03-06,M,Μεσολόγγι,500 00
208,27848338,26887123,1508369916,290000,Refinance existing loans,ACCEPTED,14.0,20525744,"display1_Facebook,display3_Facebook,display3_Twitter,",Χρυσαφένια Κουκουβά,151-38-5108,1974-03-16,F,Αλεξανδρούπολη,792 68
209,11036874,56525702,1508913288,80000,Refinance existing loans,REJECTED,14.0,,,Περιστέρα Κουκουθάκη,011-58-8079,1993-08-12,F,Χίος,803 99
210,26590566,94057342,1508727729,260000,Home purchase,REJECTED,14.0,,,Αφέντης Χέλιος,537-31-2967,1988-04-29,F,Αθήνα,70459
211,60498322,21409367,1508879095,250000,Home purchase,REJECTED,7.0,,,Ραφαήλ Χατζηβλασίου,491-72-7071,1972-08-15,M,Ξάνθη,91223
212,78119986,39718245,1509384886,20000,Refinance existing loans,ACCEPTED,14.0,22808048,"display2_Google,display1_Google,display2_Facebook,display2_Google,",Ελένη Γεωργή,671-12-1931,1980-01-02,F,Μυτιλήνη,952 89
213,42760680,71329733,1508778997,170000,Refinance existing loans,REJECTED,14.0,12160846,"display3_Twitter,display2_Facebook,display3_Twitter,",Ευσταθία-Ειρήνη Ζαχαρίου,621-56-7262,1989-03-14,M,Ρόδος,03256
214,89023606,32601807,1506967421,20000,Buying a pet,ACCEPTED,8.7,58805743,"display3_Google,display3_Facebook,display3_Google,",Ασημούλα Παλιούρα,514-19-9441,1986-04-18,F,Καρπενήσι,ΤΚ 510 16
215,17951567,68682225,1509392451,40000,Buying a pet,ACCEPTED,6.7,,,Διαμάντω Δημτσούδη,241-38-8675,1991-12-12,M,Φλώρινα,ΤΚ 72901
216,198819,27667118,1509399696,150000,home purchase,ACCEPTED,6.7,,,Αλκμήνη Κωτσιονοπούλου,179-73-7737,1970-12-05,M,Αθήνα,10227
217,54357825,82834219,1507834249,180000,Refinance existing loans,REJECTED,14.0,,,Λυγερή Ταμπορρίνο,448-24-5666,1977-06-27,F,Σέρρες,576 68
218,70894728,76389141,1507532523,290000,Refinance existing loans,ACCEPTED,14.0,,,Πλάτων-Θησεύς Μπαλτζής,657-90-4582,1973-07-17,F,Ναύπλιο,ΤΚ 789 56
219,50893723,26486112,1508055602,240000,Home purchase,REJECTED,8.7,,,Αρετή Ζωντανού,211-46-2407,1987-04-03,F,Καλαμάτα,ΤΚ 72536
220,68442103,11440419,1508072568,190000,Buying a pet,ACCEPTED,6.7,,,Στέργιος Πανούσης,498-31-0488,1976-10-13,M,Κιλκίς,ΤΚ 28145
221,18247955,13075388,1508388305,270000,Buying a pet,ACCEPTED,7.0,,,Ιάκωβος Λελεδάκης,140-25-7779,1991-12-15,F,Άμφισσα,53346
222,65585032,89432437,1508980298,80000,Buying a pet,ACCEPTED,8.7,,,Αηδόνα-Ευαγγελία Μπραέσα,234-13-9749,1992-03-20,M,Αργοστόλι,ΤΚ 823 58
223,42714099,73721972,1508837830,300000,buying a pet,REJECTED,7.0,,,Μάρθα Σίββα,515-66-5186,1970-03-13,F,Σάμος,36859
224,49235289,54219629,1509180940,150000,buying a pet,REJECTED,8.7,,,Πολυξένη Παπανδρέου,779-29-6722,1995-10-03,M,Πάτρα,ΤΚ 03277
225,62461162,10752294,1508232759,220000,Refinance existing loans,REJECTED,8.7,,,Ευσεβεία Σηκωτίδου,293-44-3599,1974-01-08,M,Λευκάδα,492 49
226,37955152,37381617,1509209444,150000,home purchase,ACCEPTED,8.7,,,Κηρύκος Καφίρης,565-53-4907,1975-08-19,F,Δράμα,619 27
227,2424430,13068042,1508582296,220000,buying a pet,ACCEPTED,7.0,88880337,"display3_Facebook,display3_Facebook,display2_Twitter,display3_Google,display1_Google,",Ανέστης Σταμόπουλος,476-56-2719,1990-03-31,M,Καρπενήσι,76443
228,30301175,39874793,1507580028,90000,home purchase,ACCEPTED,14.0,,,Αυγουστίνα Πολατίδου,334-94-9332,1979-12-06,M,Πολύγυρος,ΤΚ 83741
229,65364474,41868338,1507184811,290000,Refinance existing loans,ACCEPTED,14.0,,,Ναυσικά Παπαδημητροπούλου,178-25-4245,1992-05-23,M,Ξάνθη,19802
230,10850977,47185665,1507582222,60000,Refinance existing loans,ACCEPTED,7.0,88482131,"display3_Google,display1_Google,display1_Google,display1_Twitter,",Αδαμαντία-Πουλχερία Δουλουφάκη,255-56-5544,1982-09-06,F,Έδεσσα,171 90
231,63068917,77407715,1507599181,80000,home purchase,ACCEPTED,7.0,,,Παναγής Σεφέκος,735-46-0880,1977-10-21,F,Τρίκαλα,58483
232,65854008,68760505,1507885144,210000,Refinance existing loans,REJECTED,6.7,24649952,"display2_Facebook,display1_Twitter,",Ευστάθιος Δημοβελής,512-07-3877,1973-04-18,F,Σέρρες,ΤΚ 61611
233,24395457,78672854,1507496290,300000,Refinance existing loans,ACCEPTED,8.7,,,Πολυκράτης Μοσχόπουλος,332-91-4680,1982-11-16,M,Θεσσαλονίκη,ΤΚ 25089
234,59234133,85303747,1508886078,230000,Home purchase,REJECTED,8.7,,,Μελέτιος Σταμάτης,842-47-1740,1986-03-02,M,Μεσολόγγι,ΤΚ 092 93
235,83238978,16212137,1508785124,60000,Buying a pet,ACCEPTED,8.7,,,Ασημούλα-Σαββούλα Παπακωνσταντίνου,740-42-9591,1970-05-05,M,Αγ. Νικόλαος,00181
236,46659841,42033130,1509220181,260000,Refinance existing loans,ACCEPTED,7.0,58030575,"display1_Facebook,display1_Google,display3_Twitter,display2_Facebook,display1_Google,",Ιωσηφίνα Πουλή,628-80-9509,1987-08-05,M,Θεσσαλονίκη,019 47
237,28142046,47182097,1508694215,100000,Buying a pet,REJECTED,14.0,,,Μαρκέλλα Χαλαντζούκα,457-19-4869,1993-05-22,M,Λευκάδα,27521
238,10529363,87409553,1508370163,300000,Home purchase,ACCEPTED,6.7,68151273,"display1_Twitter,",Φρύνη Γκούνη,392-49-9183,1970-10-12,M,Πάτρα,ΤΚ 86235
239,58591002,96676235,1509010970,210000,home purchase,ACCEPTED,8.7,64249825,"display3_Twitter,display3_Twitter,display1_Facebook,display1_Facebook,",Άνθιμος Λιθοξοΐδης,192-74-5168,1978-05-30,M,Λαμία,11695
240,99018027,24719625,1507360300,180000,Refinance existing loans,REJECTED,14.0,,,Πύρρος Μαυρομμάτης,284-18-9324,1982-01-08,M,Ρόδος,ΤΚ 90742
241,83798383,44119908,1506956324,190000,Refinance existing loans,ACCEPTED,14.0,32249265,,Απόστολος Παπαγεωργίου,872-28-8443,1984-08-22,M,Ερμούπολη,651 54
242,35089336,28542347,1508744057,290000,Refinance existing loans,REJECTED,6.7,,,Κυπριανός Μιχαηλίδης,049-98-3659,1971-03-13,F,Κιλκίς,ΤΚ 43288
243,12238408,46665140,1507139102,100000,Buying a pet,REJECTED,6.7,22635104,"display1_Facebook,display3_Facebook,",Μαργιέττα Τσετσέρη,720-32-9209,1982-09-06,F,Άρτα,304 91
244,78744218,13395856,1507441352,30000,Refinance existing loans,REJECTED,6.7,,,Γαβριήλ Κατάκης,754-34-3217,1982-03-12,F,Τρίκαλα,57125
245,54115223,85252626,1507065473,60000,Refinance existing loans,REJECTED,6.7,,,Ολύμπια Νταγκαλή,118-01-4700,1971-05-29,F,Κοζάνη,005 70
246,94925924,40862354,1508570390,60000,Refinance existing loans,ACCEPTED,8.7,77734732,"display1_Google,display2_Facebook,",Θεοδόσης Τσιάρας,886-71-2967,1970-03-12,M,Ρόδος,83582
247,85862555,72332299,1507847729,280000,home purchase,REJECTED,8.7,,,Έξαρχος-Θεόδουλος Κουτχιάς,574-42-1590,1970-12-30,F,Τρίπολη,ΤΚ 510 43
248,56587423,97548462,1507821330,230000,Refinance existing loans,ACCEPTED,6.7,,,Παυσανίας Τσιτούρας,028-29-0062,1976-07-12,M,Καλαμάτα,46203
249,22019665,17208819,1507058461,200000,buying a pet,REJECTED,6.7,,,Ζωή Γεωργούλα,900-11-3449,1985-01-25,M,Καστοριά,47035
250,56417469,36150392,1509389809,40000,Refinance existing loans,ACCEPTED,7.0,,,Τιμόθεος Χρυσικός,131-52-4551,1970-02-19,M,Ναύπλιο,665 80
251,66567700,68289274,1507165124,230000,Refinance existing loans,ACCEPTED,8.7,,,Ερασμία Ταξίδου,879-27-7746,1974-12-19,F,Ρόδος,ΤΚ 82484
252,34510529,53821995,1509278384,180000,Home purchase,REJECTED,6.7,,,Οδύσσεια Δερλώπα,287-65-5675,1987-07-17,M,Κέρκυρα,ΤΚ 31905
253,41167988,34458092,1506882213,30000,Buying a pet,ACCEPTED,6.7,,,Ζαφείριος-Ανδρόνικος Καραγρηγορίου,243-93-2020,1986-07-02,M,Έδεσσα,03972
254,19586296,13103043,1508679836,180000,Home purchase,REJECTED,8.7,18634941,"display2_Twitter,display1_Facebook,",Μιχάλης Φουντζούλας,367-31-9379,1989-08-01,M,Λευκάδα,ΤΚ 76991
255,64155771,40190316,1508282894,200000,Refinance existing loans,ACCEPTED,6.7,,,Βαρσάμος Ζιάκας,914-56-2963,1975-07-14,F,Καστοριά,05490
256,7565417,76157510,1508988276,200000,buying a pet,ACCEPTED,6.7,29104581,"display3_Twitter,display3_Google,display2_Twitter,",Ερμής Αγγελής,321-88-1444,1980-11-01,F,Ρέθυμνο,620 28
257,48946266,97539577,1507134376,170000,Refinance existing loans,ACCEPTED,6.7,24610846,"display1_Google,",Ματρώνη Τομπουλίδου,530-05-0514,1974-04-11,F,Μεσολόγγι,ΤΚ 76666
258,29634960,99577343,1508472139,260000,Buying a pet,ACCEPTED,7.0,43533855,"display3_Google,display3_Facebook,display2_Twitter,display3_Google,display2_Facebook,",Κρυσταλλένια Τουρνά,675-77-4960,1989-04-02,F,Καλαμάτα,38477
259,92757044,22384477,1507972347,300000,Refinance existing loans,REJECTED,8.7,55123097,"display3_Google,display3_Twitter,",Φραντζέσκα-Άλκηστις Αγγελουσοπούλου,517-32-4026,1971-07-16,M,Ρόδος,72744
